"system","code","category","level","file_no","description_th","fix_guidance_th","effective_from","effective_to","source_doc","source_ref","source_date","verified"
"ECLAIM","C177","หน่วยบริการ","ERROR","","เกิดจากไม่ได้ทำการบันทึกข้อมูลหน่วยบริการที่รักษา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C178","หน่วยบริการ","ERROR","","บันทึกค่ารักษาพยาบาลเกินกว่าที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C179","หน่วยบริการ","ERROR","","เกิดจากบันทึกข้อมูลซ้ำซ้อนกันกับข้อมูลที่เคยส่งขอเบิก หรือ มีข้อมูลผู้ป่วยใน admit วันเดียวกันมากกว่า 1 ครั้ง ในหน่วยบริการเดียวกัน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C180","หน่วยบริการ","ERROR","","ไม่ใช่หน่วยบริการในระบบ หลักประกันสุขภาพแห่งชาติ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C181","หน่วยบริการ","ERROR","","ไม่ใช่หน่วยบริการในฐานเบิกจ่ายตรงของกรมบัญชีกลาง หรือ อปท.","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C182","หน่วยบริการ","ERROR","","รหัสหน่วยบริการที่บันทึกเบิกไม่สอดคล้องกับการให้บริการตามสิทธิของผู้ป่วย หน่วยบริการสังกัดกรมแพทย์ทหารเรือ/ทหารอากาศ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C183","หน่วยบริการ","ERROR","","ไม่ใช่หน่วยบริการในฐานเบิกจ่ายค่าบริการของสิทธิ อปท.","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C184","หน่วยบริการ","ERROR","","ชื่อ file ที่ส่งไม่ตรงกับสิทธิประโยชน์ที่บันทึกเบิก หรือ ชื่อหน่วยบริการในไฟล์กับหน่วยบริการที่ส่งไม่ตรงกัน หรือ ในไฟล์เดียวกันมี รพ.ที่รักษามากกว่า 1 แห่ง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C185","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ข้อมูลนำเข้าค่าห้องค่าอาหารไม่มีในรายการที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C186","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ข้อมูลนำเข้ารายการอวัยวะเทียม/อุปกรณ์บำบัดรักษาไม่มีในรายการที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C187","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ข้อมูลนำเข้ารหัสยามีไม่ครบถ้วนตามเงื่อนไขที่กำหนด (24 หลัก)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
